"iso_code","location","month","population","total_cases","total_deaths","new_cases_smoothed"
"ABW","Aruba",2020-03-01,107195,55,NA,NA
"ABW","Aruba",2020-04-01,107195,100,NA,5.429
"ABW","Aruba",2020-05-01,107195,101,3,0.143
"ABW","Aruba",2020-06-01,107195,103,3,0.286
"ABW","Aruba",2020-07-01,107195,121,3,1.571
"ABW","Aruba",2020-08-01,107195,2006,10,90.143
"ABW","Aruba",2020-09-01,107195,3963,27,85.429
"ABW","Aruba",2020-10-01,107195,4513,38,34.571
"ABW","Aruba",2020-11-01,107195,4845,45,15.714
"ABW","Aruba",2020-12-01,107195,5489,49,33.143
"ABW","Aruba",2021-01-01,107195,6966,59,68.714
"ABW","Aruba",2021-02-01,107195,7891,73,39.429
"ABW","Aruba",2021-03-01,107195,9443,86,70.571
"ABW","Aruba",2021-04-01,107195,10638,99,61.429
"ABW","Aruba",2021-05-01,107195,10985,107,19.429
"ABW","Aruba",2021-06-01,107195,11138,107,11.286
"ABW","Aruba",2021-07-01,107195,11730,110,53.714
"ABW","Aruba",2021-08-01,107195,14576,146,132.714
"ABW","Aruba",2021-09-01,107195,15500,166,61.571
"ABW","Aruba",2021-10-01,107195,15925,171,20.571
"ABW","Aruba",2021-11-01,107195,16354,174,17.857
"ABW","Aruba",2021-12-01,107195,20461,181,448.143
"ABW","Aruba",2022-01-01,107195,33000,193,845.857
"ABW","Aruba",2022-02-01,107195,33684,211,83.429
"ABW","Aruba",2022-03-01,107195,33732,212,8.857
"AFG","Afghanistan",2020-02-01,39835428,5,NA,NA
"AFG","Afghanistan",2020-03-01,39835428,166,NA,NA
"AFG","Afghanistan",2020-04-01,39835428,1827,60,105
"AFG","Afghanistan",2020-05-01,39835428,15180,254,653.857
"AFG","Afghanistan",2020-06-01,39835428,31445,739,758.571
"AFG","Afghanistan",2020-07-01,39835428,36628,1275,303.143
"AFG","Afghanistan",2020-08-01,39835428,38248,1406,96.286
"AFG","Afghanistan",2020-09-01,39835428,39354,1462,48.143
"AFG","Afghanistan",2020-10-01,39835428,41334,1533,92.429
"AFG","Afghanistan",2020-11-01,39835428,46215,1763,235.714
"AFG","Afghanistan",2020-12-01,39835428,52330,2189,240.857
"AFG","Afghanistan",2021-01-01,39835428,55023,2400,131.143
"AFG","Afghanistan",2021-02-01,39835428,55714,2443,55.286
"AFG","Afghanistan",2021-03-01,39835428,56454,2484,37.429
"AFG","Afghanistan",2021-04-01,39835428,59745,2625,180.571
"AFG","Afghanistan",2021-05-01,39835428,71838,2944,794.714
"AFG","Afghanistan",2021-06-01,39835428,118659,4871,2095.571
"AFG","Afghanistan",2021-07-01,39835428,147154,6708,1526.286
"AFG","Afghanistan",2021-08-01,39835428,153220,7118,528.571
"AFG","Afghanistan",2021-09-01,39835428,155174,7204,83.857
"AFG","Afghanistan",2021-10-01,39835428,156250,7280,45.286
"AFG","Afghanistan",2021-11-01,39835428,157289,7308,57.857
"AFG","Afghanistan",2021-12-01,39835428,158084,7356,46.714
"AFG","Afghanistan",2022-01-01,39835428,162926,7414,NA
"AFG","Afghanistan",2022-02-01,39835428,173659,7598,674.429
"AFG","Afghanistan",2022-03-01,39835428,174331,7622,169.286
"AGO","Angola",2020-03-01,33933611,7,NA,NA
"AGO","Angola",2020-04-01,33933611,27,2,1.571
"AGO","Angola",2020-05-01,33933611,86,4,3.286
"AGO","Angola",2020-06-01,33933611,284,13,13.571
"AGO","Angola",2020-07-01,33933611,1148,52,38.286
"AGO","Angola",2020-08-01,33933611,2654,108,67.571
"AGO","Angola",2020-09-01,33933611,4972,183,110.143
"AGO","Angola",2020-10-01,33933611,10805,284,260.286
"AGO","Angola",2020-11-01,33933611,15139,348,261.857
"AGO","Angola",2020-12-01,33933611,17553,405,90.429
"AGO","Angola",2021-01-01,33933611,19796,466,97.429
"AGO","Angola",2021-02-01,33933611,20807,508,51
"AGO","Angola",2021-03-01,33933611,22311,537,67.857
"AGO","Angola",2021-04-01,33933611,26652,596,197.143
"AGO","Angola",2021-05-01,33933611,34551,766,290.714
"AGO","Angola",2021-06-01,33933611,38849,900,259.857
"AGO","Angola",2021-07-01,33933611,42777,1011,154.429
"AGO","Angola",2021-08-01,33933611,47544,1217,200.143
"AGO","Angola",2021-09-01,33933611,56583,1537,456.571
"AGO","Angola",2021-10-01,33933611,64433,1710,602.857
"AGO","Angola",2021-11-01,33933611,65168,1733,75.429
"AGO","Angola",2021-12-01,33933611,81593,1770,1644.143
"AGO","Angola",2022-01-01,33933611,98116,1895,1716
"AGO","Angola",2022-02-01,33933611,98741,1900,90.286
"AGO","Angola",2022-03-01,33933611,98796,1900,13.571
"AIA","Anguilla",2020-03-01,15125,2,NA,NA
"AIA","Anguilla",2020-04-01,15125,3,NA,NA
"AIA","Anguilla",2020-05-01,15125,3,NA,0
"AIA","Anguilla",2020-06-01,15125,3,NA,0
"AIA","Anguilla",2020-07-01,15125,3,NA,0
"AIA","Anguilla",2020-08-01,15125,3,NA,0
"AIA","Anguilla",2020-09-01,15125,3,NA,0
"AIA","Anguilla",2020-10-01,15125,3,NA,0
"AIA","Anguilla",2020-11-01,15125,6,NA,0.286
"AIA","Anguilla",2020-12-01,15125,13,NA,0.571
"AIA","Anguilla",2021-01-01,15125,16,NA,0.429
"AIA","Anguilla",2021-02-01,15125,18,NA,0.143
"AIA","Anguilla",2021-03-01,15125,25,NA,0.571
"AIA","Anguilla",2021-04-01,15125,93,NA,9.143
"AIA","Anguilla",2021-05-01,15125,109,NA,5.286
"AIA","Anguilla",2021-06-01,15125,109,NA,0
"AIA","Anguilla",2021-07-01,15125,113,NA,0.286
"AIA","Anguilla",2021-08-01,15125,217,NA,7.286
"AIA","Anguilla",2021-09-01,15125,409,NA,12.571
"AIA","Anguilla",2021-10-01,15125,944,1,27.286
"AIA","Anguilla",2021-11-01,15125,1386,4,22.714
"AIA","Anguilla",2021-12-01,15125,1674,5,17.571
"AIA","Anguilla",2022-01-01,15125,2324,8,47.429
"AIA","Anguilla",2022-02-01,15125,2555,9,16.286
"AIA","Anguilla",2022-03-01,15125,2555,9,7
"ALB","Albania",2020-02-01,2872934,NA,NA,NA
"ALB","Albania",2020-03-01,2872934,NA,NA,NA
"ALB","Albania",2020-04-01,2872934,773,31,23.429
"ALB","Albania",2020-05-01,2872934,1137,33,19.857
"ALB","Albania",2020-06-01,2872934,2535,62,69.714
"ALB","Albania",2020-07-01,2872934,5276,157,106.714
"ALB","Albania",2020-08-01,2872934,9513,284,159.429
"ALB","Albania",2020-09-01,2872934,13649,387,159.857
"ALB","Albania",2020-10-01,2872934,20875,509,300.286
"ALB","Albania",2020-11-01,2872934,38182,810,739.143
"ALB","Albania",2020-12-01,2872934,58316,1181,799.143
"ALB","Albania",2021-01-01,2872934,78127,1380,836.143
"ALB","Albania",2021-02-01,2872934,107167,1796,1111.857
"ALB","Albania",2021-03-01,2872934,125157,2235,949.429
"ALB","Albania",2021-04-01,2872934,131085,2394,391.286
"ALB","Albania",2021-05-01,2872934,132315,2451,110.857
"ALB","Albania",2021-06-01,2872934,132521,2456,15.429
"ALB","Albania",2021-07-01,2872934,133081,2457,32.571
"ALB","Albania",2021-08-01,2872934,146387,2498,838
"ALB","Albania",2021-09-01,2872934,170131,2698,884.571
"ALB","Albania",2021-10-01,2872934,185300,2924,584
"ALB","Albania",2021-11-01,2872934,199945,3096,658
"ALB","Albania",2021-12-01,2872934,210224,3217,429
"ALB","Albania",2022-01-01,2872934,258543,3346,2290.714
"ALB","Albania",2022-02-01,2872934,271563,3469,1460.714
"ALB","Albania",2022-03-01,2872934,272030,3478,NA
"AND","Andorra",2020-03-01,77354,376,NA,NA
"AND","Andorra",2020-04-01,77354,745,42,29.143
"AND","Andorra",2020-05-01,77354,764,51,2
"AND","Andorra",2020-06-01,77354,855,52,12.714
"AND","Andorra",2020-07-01,77354,925,52,4.714
"AND","Andorra",2020-08-01,77354,1176,53,16.571
"AND","Andorra",2020-09-01,77354,2050,53,42.429
"AND","Andorra",2020-10-01,77354,4756,75,112.429
"AND","Andorra",2020-11-01,77354,6745,76,112.429
"AND","Andorra",2020-12-01,77354,8049,84,62.714
"AND","Andorra",2021-01-01,77354,9937,101,74.286
"AND","Andorra",2021-02-01,77354,10866,110,54.143
"AND","Andorra",2021-03-01,77354,12010,115,53.143
"AND","Andorra",2021-04-01,77354,13232,125,56.857
"AND","Andorra",2021-05-01,77354,13727,127,31.714
"AND","Andorra",2021-06-01,77354,13911,127,10.429
"AND","Andorra",2021-07-01,77354,14678,128,33.857
"AND","Andorra",2021-08-01,77354,15033,130,30.143
"AND","Andorra",2021-09-01,77354,15222,130,9.429
"AND","Andorra",2021-10-01,77354,15516,130,17.571
"AND","Andorra",2021-11-01,77354,17115,131,110.429
"AND","Andorra",2021-12-01,77354,23740,140,287.143
"AND","Andorra",2022-01-01,77354,35958,145,734.286
"AND","Andorra",2022-02-01,77354,37999,151,206
"AND","Andorra",2022-03-01,77354,38434,151,62.143
"ARE","United Arab Emirates",2020-01-01,9991083,4,NA,NA
"ARE","United Arab Emirates",2020-02-01,9991083,21,NA,NA
"ARE","United Arab Emirates",2020-03-01,9991083,664,NA,59.571
"ARE","United Arab Emirates",2020-04-01,9991083,12481,105,532.143
"ARE","United Arab Emirates",2020-05-01,9991083,34557,264,875.286
"ARE","United Arab Emirates",2020-06-01,9991083,48667,315,697.857
"ARE","United Arab Emirates",2020-07-01,9991083,60506,351,586.857
"ARE","United Arab Emirates",2020-08-01,9991083,70231,384,421.286
"ARE","United Arab Emirates",2020-09-01,9991083,94190,419,951.429
"ARE","United Arab Emirates",2020-10-01,9991083,132629,495,1432.857
"ARE","United Arab Emirates",2020-11-01,9991083,168860,572,1272.429
"ARE","United Arab Emirates",2020-12-01,9991083,207822,669,1341
"ARE","United Arab Emirates",2021-01-01,9991083,303609,850,3755
"ARE","United Arab Emirates",2021-02-01,9991083,391524,1221,3541.857
"ARE","United Arab Emirates",2021-03-01,9991083,461444,1497,3074.286
"ARE","United Arab Emirates",2021-04-01,9991083,520236,1587,2167.714
"ARE","United Arab Emirates",2021-05-01,9991083,570836,1680,1888.143
"ARE","United Arab Emirates",2021-06-01,9991083,632907,1811,2386.429
"ARE","United Arab Emirates",2021-07-01,9991083,680858,1949,2039
"ARE","United Arab Emirates",2021-08-01,9991083,718370,2041,1534.429
"ARE","United Arab Emirates",2021-09-01,9991083,735992,2097,992
"ARE","United Arab Emirates",2021-10-01,9991083,739905,2136,284.714
"ARE","United Arab Emirates",2021-11-01,9991083,742041,2147,86
"ARE","United Arab Emirates",2021-12-01,9991083,761937,2164,2004
"ARE","United Arab Emirates",2022-01-01,9991083,845058,2243,2992.571
"ARE","United Arab Emirates",2022-02-01,9991083,879973,2301,2330
"ARE","United Arab Emirates",2022-03-01,9991083,882477,2301,652.429
"ARG","Argentina",2020-01-01,45605823,NA,NA,NA
"ARG","Argentina",2020-02-01,45605823,NA,NA,NA
"ARG","Argentina",2020-03-01,45605823,NA,NA,NA
"ARG","Argentina",2020-04-01,45605823,4428,218,163
"ARG","Argentina",2020-05-01,45605823,16851,539,694.429
"ARG","Argentina",2020-06-01,45605823,64530,1307,2476.714
"ARG","Argentina",2020-07-01,45605823,191302,3543,5397.429
"ARG","Argentina",2020-08-01,45605823,417735,8660,9552.571
"ARG","Argentina",2020-09-01,45605823,751001,16937,12314.571
"ARG","Argentina",2020-10-01,45605823,1166924,31002,15051.143
"ARG","Argentina",2020-11-01,45605823,1424533,38730,11849.143
"ARG","Argentina",2020-12-01,45605823,1625514,43245,8807
"ARG","Argentina",2021-01-01,45605823,1927239,47974,11711.571
"ARG","Argentina",2021-02-01,45605823,2107365,51965,8436
"ARG","Argentina",2021-03-01,45605823,2348821,55858,11277.714
"ARG","Argentina",2021-04-01,45605823,2977363,63865,24017.857
"ARG","Argentina",2021-05-01,45605823,3781784,78093,33171.286
"ARG","Argentina",2021-06-01,45605823,4470374,94304,32914.714
"ARG","Argentina",2021-07-01,45605823,4929764,105721,20141
"ARG","Argentina",2021-08-01,45605823,5185620,111812,12747.429
"ARG","Argentina",2021-09-01,45605823,5256902,115179,5124.143
"ARG","Argentina",2021-10-01,45605823,5288807,115950,1374.143
"ARG","Argentina",2021-11-01,45605823,5330748,116589,1873.571
"ARG","Argentina",2021-12-01,45605823,5654408,117169,29881.714
"ARG","Argentina",2022-01-01,45605823,8378656,121273,114018.143
"ARG","Argentina",2022-02-01,45605823,8900656,126152,55179.714
"ARG","Argentina",2022-03-01,45605823,8934328,126708,6936
"ARM","Armenia",2020-02-01,2968128,NA,NA,NA
"ARM","Armenia",2020-03-01,2968128,532,NA,NA
"ARM","Armenia",2020-04-01,2968128,2066,32,77.571
"ARM","Armenia",2020-05-01,2968128,9282,131,392.571
"ARM","Armenia",2020-06-01,2968128,25542,443,648.429
"ARM","Armenia",2020-07-01,2968128,38550,738,621.143
"ARM","Armenia",2020-08-01,2968128,43781,879,263.571
"ARM","Armenia",2020-09-01,2968128,50359,959,354.571
"ARM","Armenia",2020-10-01,2968128,89813,1341,2041.429
"ARM","Armenia",2020-11-01,2968128,135124,2164,2091.143
"ARM","Armenia",2020-12-01,2968128,159409,2823,1206.429
"ARM","Armenia",2021-01-01,2968128,167026,3080,425
"ARM","Armenia",2021-02-01,2968128,172058,3192,236.571
"ARM","Armenia",2021-03-01,2968128,192639,3515,943.429
"ARM","Armenia",2021-04-01,2968128,216064,4108,929.143
"ARM","Armenia",2021-05-01,2968128,222670,4438,531.143
"ARM","Armenia",2021-06-01,2968128,225095,4514,95
"ARM","Armenia",2021-07-01,2968128,230110,4614,212.143
"ARM","Armenia",2021-08-01,2968128,242135,4844,532.286
"ARM","Armenia",2021-09-01,2968128,261697,5319,864.143
"ARM","Armenia",2021-10-01,2968128,308326,6328,1977.143
"ARM","Armenia",2021-11-01,2968128,338518,7567,1835
"ARM","Armenia",2021-12-01,2968128,344930,7972,468.857
"ARM","Armenia",2022-01-01,2968128,367795,8053,2199.429
"ARM","Armenia",2022-02-01,2968128,419832,8461,3399
"ARM","Armenia",2022-03-01,2968128,421226,8528,520.857
"ATG","Antigua and Barbuda",2020-03-01,98728,7,NA,NA
"ATG","Antigua and Barbuda",2020-04-01,98728,24,NA,1.714
"ATG","Antigua and Barbuda",2020-05-01,98728,26,3,0.143
"ATG","Antigua and Barbuda",2020-06-01,98728,69,3,6.143
"ATG","Antigua and Barbuda",2020-07-01,98728,91,3,NA
"ATG","Antigua and Barbuda",2020-08-01,98728,94,3,1.286
"ATG","Antigua and Barbuda",2020-09-01,98728,101,3,0.714
"ATG","Antigua and Barbuda",2020-10-01,98728,128,3,1.429
"ATG","Antigua and Barbuda",2020-11-01,98728,141,4,1.143
"ATG","Antigua and Barbuda",2020-12-01,98728,159,5,0.714
"ATG","Antigua and Barbuda",2021-01-01,98728,234,7,5.143
"ATG","Antigua and Barbuda",2021-02-01,98728,730,14,27.571
"ATG","Antigua and Barbuda",2021-03-01,98728,1136,28,22.143
"ATG","Antigua and Barbuda",2021-04-01,98728,1232,32,6.857
"ATG","Antigua and Barbuda",2021-05-01,98728,1260,42,NA
"ATG","Antigua and Barbuda",2021-06-01,98728,1263,42,0.571
"ATG","Antigua and Barbuda",2021-07-01,98728,1303,43,3.714
"ATG","Antigua and Barbuda",2021-08-01,98728,1715,44,25.286
"ATG","Antigua and Barbuda",2021-09-01,98728,3231,79,80.429
"ATG","Antigua and Barbuda",2021-10-01,98728,4058,102,82.857
"ATG","Antigua and Barbuda",2021-11-01,98728,4141,117,5.429
"ATG","Antigua and Barbuda",2021-12-01,98728,4283,119,9.571
"ATG","Antigua and Barbuda",2022-01-01,98728,6627,127,111.857
"ATG","Antigua and Barbuda",2022-02-01,98728,7437,135,86.286
"ATG","Antigua and Barbuda",2022-03-01,98728,7455,135,5.571
"AUS","Australia",2020-01-01,25788217,9,NA,NA
"AUS","Australia",2020-02-01,25788217,25,NA,1.714
"AUS","Australia",2020-03-01,25788217,4559,18,382.714
"AUS","Australia",2020-04-01,25788217,6766,93,356.857
"AUS","Australia",2020-05-01,25788217,7202,103,21
"AUS","Australia",2020-06-01,25788217,7920,104,57
"AUS","Australia",2020-07-01,25788217,17280,201,475.714
"AUS","Australia",2020-08-01,25788217,25819,657,551.857
"AUS","Australia",2020-09-01,25788217,27096,888,103.857
"AUS","Australia",2020-10-01,25788217,27595,907,22.286
"AUS","Australia",2020-11-01,25788217,27912,908,17.714
"AUS","Australia",2020-12-01,25788217,28425,909,27.143
"AUS","Australia",2021-01-01,25788217,28818,909,25.143
"AUS","Australia",2021-02-01,25788217,28978,909,6.857
"AUS","Australia",2021-03-01,25788217,29322,909,13.143
"AUS","Australia",2021-04-01,25788217,29811,910,25.571
"AUS","Australia",2021-05-01,25788217,30118,910,23
"AUS","Australia",2021-06-01,25788217,30643,910,34.143
"AUS","Australia",2021-07-01,25788217,34383,924,209.286
"AUS","Australia",2021-08-01,25788217,55093,1012,1195.429
"AUS","Australia",2021-09-01,25788217,107181,1311,1891.286
"AUS","Australia",2021-10-01,25788217,172030,1743,2308
"AUS","Australia",2021-11-01,25788217,211655,2011,1592.714
"AUS","Australia",2021-12-01,25788217,425496,2253,19194.429
"AUS","Australia",2022-01-01,25788217,2607242,3835,NA
"AUS","Australia",2022-02-01,25788217,3235017,5210,NA
"AUS","Australia",2022-03-01,25788217,3362035,5416,24869.286
"AUT","Austria",2020-02-01,9043072,9,NA,NA
"AUT","Austria",2020-03-01,9043072,10180,NA,NA
"AUT","Austria",2020-04-01,9043072,15452,584,731.857
"AUT","Austria",2020-05-01,9043072,16731,668,65.714
"AUT","Austria",2020-06-01,9043072,17766,705,51.143
"AUT","Austria",2020-07-01,9043072,21130,718,131.571
"AUT","Austria",2020-08-01,9043072,27438,733,280.143
"AUT","Austria",2020-09-01,9043072,44813,799,731
"AUT","Austria",2020-10-01,9043072,104925,1109,3842.286
"AUT","Austria",2020-11-01,9043072,282456,3184,7464.143
"AUT","Austria",2020-12-01,9043072,360815,6222,4397
"AUT","Austria",2021-01-01,9043072,414398,7721,2136.286
"AUT","Austria",2021-02-01,9043072,459440,8561,2009.429
"AUT","Austria",2021-03-01,9043072,546229,9339,3282.286
"AUT","Austria",2021-04-01,9043072,618870,10205,3314.143
"AUT","Austria",2021-05-01,9043072,644815,10603,1933
"AUT","Austria",2021-06-01,9043072,650412,10702,430.571
"AUT","Austria",2021-07-01,9043072,659056,10737,445.429
"AUT","Austria",2021-08-01,9043072,688305,10782,1385.714
"AUT","Austria",2021-09-01,9043072,743095,11009,2096.714
"AUT","Austria",2021-10-01,9043072,830981,11357,4625
"AUT","Austria",2021-11-01,9043072,1159995,12492,14139.571
"AUT","Austria",2021-12-01,9043072,1278619,13733,10723.571
"AUT","Austria",2022-01-01,9043072,1855578,14103,33624.714
"AUT","Austria",2022-02-01,9043072,2679742,14809,33753.429
"AUT","Austria",2022-03-01,9043072,2839297,14986,29005.571
"AZE","Azerbaijan",2020-03-01,10223344,298,NA,NA
"AZE","Azerbaijan",2020-04-01,10223344,1804,24,78.286
"AZE","Azerbaijan",2020-05-01,10223344,5494,63,196
"AZE","Azerbaijan",2020-06-01,10223344,17524,213,544.143
"AZE","Azerbaijan",2020-07-01,10223344,31878,448,558.714
"AZE","Azerbaijan",2020-08-01,10223344,36435,534,360.571
"AZE","Azerbaijan",2020-09-01,10223344,40229,591,150.714
"AZE","Azerbaijan",2020-10-01,10223344,55269,730,893.714
"AZE","Azerbaijan",2020-11-01,10223344,121176,1392,3699.286
"AZE","Azerbaijan",2020-12-01,10223344,218700,2641,4174.429
"AZE","Azerbaijan",2021-01-01,10223344,230219,3132,1039.571
"AZE","Azerbaijan",2021-02-01,10223344,234537,3220,201.143
"AZE","Azerbaijan",2021-03-01,10223344,261713,3567,1745.857
"AZE","Azerbaijan",2021-04-01,10223344,319109,4517,2247.429
"AZE","Azerbaijan",2021-05-01,10223344,333956,4913,1265.286
"AZE","Azerbaijan",2021-06-01,10223344,336047,4974,176.857
"AZE","Azerbaijan",2021-07-01,10223344,343849,5023,541.714
"AZE","Azerbaijan",2021-08-01,10223344,424891,5636,3836.714
"AZE","Azerbaijan",2021-09-01,10223344,483902,6525,3850.429
"AZE","Azerbaijan",2021-10-01,10223344,531370,7074,2237
"AZE","Azerbaijan",2021-11-01,10223344,588318,7856,2288.714
"AZE","Azerbaijan",2021-12-01,10223344,616947,8358,1640.857
"AZE","Azerbaijan",2022-01-01,10223344,658470,8734,3426
"AZE","Azerbaijan",2022-02-01,10223344,785670,9417,7050.143
"AZE","Azerbaijan",2022-03-01,10223344,788958,9500,1242.571
"BDI","Burundi",2020-03-01,12255429,2,NA,NA
"BDI","Burundi",2020-04-01,12255429,11,NA,NA
"BDI","Burundi",2020-05-01,12255429,63,1,3.857
"BDI","Burundi",2020-06-01,12255429,170,1,9.429
"BDI","Burundi",2020-07-01,12255429,387,1,17
"BDI","Burundi",2020-08-01,12255429,445,1,4.857
"BDI","Burundi",2020-09-01,12255429,508,1,4.571
"BDI","Burundi",2020-10-01,12255429,585,1,4.714
"BDI","Burundi",2020-11-01,12255429,688,1,6.714
"BDI","Burundi",2020-12-01,12255429,818,2,6.714
"BDI","Burundi",2021-01-01,12255429,1632,2,42.857
"BDI","Burundi",2021-02-01,12255429,2209,3,29.571
"BDI","Burundi",2021-03-01,12255429,2810,6,28
"BDI","Burundi",2021-04-01,12255429,3995,6,57
"BDI","Burundi",2021-05-01,12255429,4790,6,37.143
"BDI","Burundi",2021-06-01,12255429,5452,8,33.714
"BDI","Burundi",2021-07-01,12255429,7080,9,136
"BDI","Burundi",2021-08-01,12255429,11994,38,242
"BDI","Burundi",2021-09-01,12255429,17728,38,473.714
"BDI","Burundi",2021-10-01,12255429,20039,38,273.571
"BDI","Burundi",2021-11-01,12255429,20415,38,19
"BDI","Burundi",2021-12-01,12255429,27366,38,622.429
"BDI","Burundi",2022-01-01,12255429,37432,38,1162
"BDI","Burundi",2022-02-01,12255429,38127,38,46.286
"BDI","Burundi",2022-03-01,12255429,38150,38,15.571
"BEL","Belgium",2020-02-01,11632334,1,NA,NA
"BEL","Belgium",2020-03-01,11632334,12775,NA,1215.143
"BEL","Belgium",2020-04-01,11632334,48519,7594,1452.857
"BEL","Belgium",2020-05-01,11632334,58381,9467,677
"BEL","Belgium",2020-06-01,11632334,61427,9747,167.857
"BEL","Belgium",2020-07-01,11632334,68751,9841,507.429
"BEL","Belgium",2020-08-01,11632334,85236,9996,641.286
"BEL","Belgium",2020-09-01,11632334,118452,10016,1722.143
"BEL","Belgium",2020-10-01,11632334,429229,11625,17802
"BEL","Belgium",2020-11-01,11632334,577345,16645,17141
"BEL","Belgium",2020-12-01,11632334,646496,19528,2948.857
"BEL","Belgium",2021-01-01,11632334,710153,21092,2355.286
"BEL","Belgium",2021-02-01,11632334,771511,22077,2511.857
"BEL","Belgium",2021-03-01,11632334,882453,23016,5446
"BEL","Belgium",2021-04-01,11632334,990229,24230,4758.857
"BEL","Belgium",2021-05-01,11632334,1062001,24955,3056.143
"BEL","Belgium",2021-06-01,11632334,1085131,25173,1831.714
"BEL","Belgium",2021-07-01,11632334,1124715,25241,1793.429
"BEL","Belgium",2021-08-01,11632334,1184664,25380,2064.429
"BEL","Belgium",2021-09-01,11632334,1244954,25602,2082.286
"BEL","Belgium",2021-10-01,11632334,1360650,25994,6898.571
"BEL","Belgium",2021-11-01,11632334,1766035,27015,18622.857
"BEL","Belgium",2021-12-01,11632334,2105343,28331,18528
"BEL","Belgium",2022-01-01,11632334,3155239,29052,52137.571
"BEL","Belgium",2022-02-01,11632334,3557314,30179,43712.714
"BEL","Belgium",2022-03-01,11632334,3586292,30259,NA
"BEN","Benin",2020-03-01,12451031,9,NA,NA
"BEN","Benin",2020-04-01,12451031,64,NA,4.143
"BEN","Benin",2020-05-01,12451031,339,3,NA
"BEN","Benin",2020-06-01,12451031,1199,21,67.714
"BEN","Benin",2020-07-01,12451031,1805,36,45.286
"BEN","Benin",2020-08-01,12451031,2145,40,20.571
"BEN","Benin",2020-09-01,12451031,2357,41,9.714
"BEN","Benin",2020-10-01,12451031,2643,41,12.286
"BEN","Benin",2020-11-01,12451031,3015,43,18
"BEN","Benin",2020-12-01,12451031,3251,44,14.143
"BEN","Benin",2021-01-01,12451031,3893,52,35.714
"BEN","Benin",2021-02-01,12451031,5434,70,124.857
"BEN","Benin",2021-03-01,12451031,7100,90,129.143
"BEN","Benin",2021-04-01,12451031,7821,99,42.571
"BEN","Benin",2021-05-01,12451031,8058,101,23.429
"BEN","Benin",2021-06-01,12451031,8199,104,8.286
"BEN","Benin",2021-07-01,12451031,8394,108,21.429
"BEN","Benin",2021-08-01,12451031,13366,128,489.571
"BEN","Benin",2021-09-01,12451031,23890,159,643.429
"BEN","Benin",2021-10-01,12451031,24749,161,133.143
"BEN","Benin",2021-11-01,12451031,24850,161,10.143
"BEN","Benin",2021-12-01,12451031,24935,161,6.286
"BEN","Benin",2022-01-01,12451031,26450,163,83.857
"BEN","Benin",2022-02-01,12451031,26567,163,20.143
"BEN","Benin",2022-03-01,12451031,26575,163,1.143
"BES","Bonaire Sint Eustatius and Saba",2020-04-01,26445,5,NA,NA
"BES","Bonaire Sint Eustatius and Saba",2020-05-01,26445,6,NA,0.143
"BES","Bonaire Sint Eustatius and Saba",2020-06-01,26445,7,NA,0.143
"BES","Bonaire Sint Eustatius and Saba",2020-07-01,26445,11,NA,0.429
"BES","Bonaire Sint Eustatius and Saba",2020-08-01,26445,15,NA,0.286
"BES","Bonaire Sint Eustatius and Saba",2020-09-01,26445,121,NA,7.429
"BES","Bonaire Sint Eustatius and Saba",2020-10-01,26445,153,3,7.429
"BES","Bonaire Sint Eustatius and Saba",2020-11-01,26445,162,3,0.857
"BES","Bonaire Sint Eustatius and Saba",2020-12-01,26445,196,3,2
"BES","Bonaire Sint Eustatius and Saba",2021-01-01,26445,196,3,2
"BES","Bonaire Sint Eustatius and Saba",2021-02-01,26445,196,3,0
"BES","Bonaire Sint Eustatius and Saba",2021-03-01,26445,196,3,0
"BES","Bonaire Sint Eustatius and Saba",2021-04-01,26445,1558,15,194.571
"BES","Bonaire Sint Eustatius and Saba",2021-05-01,26445,1613,17,195.857
"BES","Bonaire Sint Eustatius and Saba",2021-06-01,26445,1649,17,2.143
"BES","Bonaire Sint Eustatius and Saba",2021-07-01,26445,1707,17,4.143
"BES","Bonaire Sint Eustatius and Saba",2021-08-01,26445,1791,17,4.429
"BES","Bonaire Sint Eustatius and Saba",2021-09-01,26445,2096,19,15.571
"BES","Bonaire Sint Eustatius and Saba",2021-10-01,26445,2435,20,17.429
"BES","Bonaire Sint Eustatius and Saba",2021-11-01,26445,2938,22,27.286
"BES","Bonaire Sint Eustatius and Saba",2021-12-01,26445,3406,23,24.571
"BES","Bonaire Sint Eustatius and Saba",2022-01-01,26445,7001,28,166.571
"BES","Bonaire Sint Eustatius and Saba",2022-02-01,26445,7582,31,72.429
"BES","Bonaire Sint Eustatius and Saba",2022-03-01,26445,7616,31,7.286
"BFA","Burkina Faso",2020-03-01,21497097,261,NA,NA
"BFA","Burkina Faso",2020-04-01,21497097,645,43,23.714
"BFA","Burkina Faso",2020-05-01,21497097,847,53,13.714
"BFA","Burkina Faso",2020-06-01,21497097,962,53,8
"BFA","Burkina Faso",2020-07-01,21497097,1106,53,7
"BFA","Burkina Faso",2020-08-01,21497097,1368,55,13.143
"BFA","Burkina Faso",2020-09-01,21497097,2056,58,43.143
"BFA","Burkina Faso",2020-10-01,21497097,2500,67,25.857
"BFA","Burkina Faso",2020-11-01,21497097,2886,68,18.857
"BFA","Burkina Faso",2020-12-01,21497097,6707,85,190
"BFA","Burkina Faso",2021-01-01,21497097,10682,120,164.714
