"iso_code","location","month","population","total_cases","total_deaths","new_cases_smoothed"
"LUX","Luxembourg",2020-04-01,634814,3784,90,147.714
"LUX","Luxembourg",2020-05-01,634814,4018,110,15.286
"LUX","Luxembourg",2020-06-01,634814,4299,110,23.714
"LUX","Luxembourg",2020-07-01,634814,6695,114,104.571
"LUX","Luxembourg",2020-08-01,634814,7928,124,NA
"LUX","Luxembourg",2020-09-01,634814,8509,124,NA
"LUX","Luxembourg",2020-10-01,634814,17134,152,611.857
"LUX","Luxembourg",2020-11-01,634814,34678,321,694.714
"LUX","Luxembourg",2020-12-01,634814,46415,495,624.143
"LUX","Luxembourg",2021-01-01,634814,50388,577,189.857
"LUX","Luxembourg",2021-02-01,634814,55110,637,192.714
"LUX","Luxembourg",2021-03-01,634814,61642,746,247.857
"LUX","Luxembourg",2021-04-01,634814,67205,796,253.571
"LUX","Luxembourg",2021-05-01,634814,69932,815,171.143
"LUX","Luxembourg",2021-06-01,634814,70787,818,57.714
"LUX","Luxembourg",2021-07-01,634814,73870,822,140.571
"LUX","Luxembourg",2021-08-01,634814,75760,830,77.714
"LUX","Luxembourg",2021-09-01,634814,78219,835,85.429
"LUX","Luxembourg",2021-10-01,634814,81683,843,154.286
"LUX","Luxembourg",2021-11-01,634814,89181,875,340.714
"LUX","Luxembourg",2021-12-01,634814,103766,915,683.286
"LUX","Luxembourg",2022-01-01,634814,157985,952,2315.714
"LUX","Luxembourg",2022-02-01,634814,183177,991,2093.857
"LUX","Luxembourg",2022-03-01,634814,186360,996,NA
"LVA","Latvia",2020-01-01,1866934,NA,NA,NA
"LVA","Latvia",2020-02-01,1866934,NA,NA,NA
"LVA","Latvia",2020-03-01,1866934,NA,NA,NA
"LVA","Latvia",2020-04-01,1866934,858,NA,32.143
"LVA","Latvia",2020-05-01,1866934,1066,24,12.286
"LVA","Latvia",2020-06-01,1866934,1118,30,3.143
"LVA","Latvia",2020-07-01,1866934,1231,32,7.143
"LVA","Latvia",2020-08-01,1866934,1396,34,8.429
"LVA","Latvia",2020-09-01,1866934,1824,37,36
"LVA","Latvia",2020-10-01,1866934,5894,71,210.143
"LVA","Latvia",2020-11-01,1866934,17075,206,550.714
"LVA","Latvia",2020-12-01,1866934,40904,635,888.429
"LVA","Latvia",2021-01-01,1866934,66241,1195,1010.143
"LVA","Latvia",2021-02-01,1866934,86186,1618,804.429
"LVA","Latvia",2021-03-01,1866934,102363,1899,666.429
"LVA","Latvia",2021-04-01,1866934,118558,2131,616.286
"LVA","Latvia",2021-05-01,1866934,133199,2376,707.571
"LVA","Latvia",2021-06-01,1866934,137429,2513,286.286
"LVA","Latvia",2021-07-01,1866934,138863,2556,62.571
"LVA","Latvia",2021-08-01,1866934,142637,2578,192.857
"LVA","Latvia",2021-09-01,1866934,158291,2717,799.714
"LVA","Latvia",2021-10-01,1866934,219139,3253,2494.571
"LVA","Latvia",2021-11-01,1866934,253659,4179,2350.143
"LVA","Latvia",2021-12-01,1866934,276674,4570,807.571
"LVA","Latvia",2022-01-01,1866934,392764,4873,7635.429
"LVA","Latvia",2022-02-01,1866934,653120,5239,9859.286
"LVA","Latvia",2022-03-01,1866934,697548,5348,8720.571
"MAC","Macao",2020-01-01,658391,7,NA,NA
"MAC","Macao",2020-02-01,658391,10,NA,0.714
"MAC","Macao",2020-03-01,658391,41,NA,2.714
"MAC","Macao",2020-04-01,658391,45,NA,1.571
"MAC","Macao",2020-05-01,658391,45,NA,0
"MAC","Macao",2020-06-01,658391,46,NA,0.143
"MAC","Macao",2020-07-01,658391,46,NA,0.143
"MAC","Macao",2020-08-01,658391,46,NA,0
"MAC","Macao",2020-09-01,658391,46,NA,0
"MAC","Macao",2020-10-01,658391,46,NA,0
"MAC","Macao",2020-11-01,658391,46,NA,0
"MAC","Macao",2020-12-01,658391,46,NA,0
"MAC","Macao",2021-01-01,658391,47,NA,0.143
"MAC","Macao",2021-02-01,658391,48,NA,0.143
"MAC","Macao",2021-03-01,658391,48,NA,0
"MAC","Macao",2021-04-01,658391,49,NA,0.143
"MAC","Macao",2021-05-01,658391,51,NA,0.143
"MAC","Macao",2021-06-01,658391,54,NA,0.143
"MAC","Macao",2021-07-01,658391,59,NA,0.571
"MAC","Macao",2021-08-01,658391,63,NA,0.571
"MAC","Macao",2021-09-01,658391,71,NA,1.143
"MAC","Macao",2021-10-01,658391,77,NA,1
"MAC","Macao",2021-11-01,658391,77,NA,0
"MAC","Macao",2021-12-01,658391,79,NA,0.286
"MAC","Macao",2022-01-01,658391,79,NA,0.286
"MAC","Macao",2022-02-01,658391,81,NA,0.286
"MAC","Macao",2022-03-01,658391,82,NA,0.286
"MAR","Morocco",2020-02-01,37344787,NA,NA,NA
"MAR","Morocco",2020-03-01,37344787,NA,NA,NA
"MAR","Morocco",2020-04-01,37344787,4423,170,203.143
"MAR","Morocco",2020-05-01,37344787,7807,205,175.429
"MAR","Morocco",2020-06-01,37344787,12533,228,323.429
"MAR","Morocco",2020-07-01,37344787,24322,353,784
"MAR","Morocco",2020-08-01,37344787,62590,1141,1429.429
"MAR","Morocco",2020-09-01,37344787,123653,2194,2284
"MAR","Morocco",2020-10-01,37344787,219084,3695,3615.286
"MAR","Morocco",2020-11-01,37344787,356336,5846,5205.571
"MAR","Morocco",2020-12-01,37344787,439193,7388,4045.286
"MAR","Morocco",2021-01-01,37344787,471157,8275,1825.286
"MAR","Morocco",2021-02-01,37344787,483654,8623,687.429
"MAR","Morocco",2021-03-01,37344787,496097,8818,465
"MAR","Morocco",2021-04-01,37344787,511249,9023,568
"MAR","Morocco",2021-05-01,37344787,519216,9147,360.714
"MAR","Morocco",2021-06-01,37344787,531361,9296,523.571
"MAR","Morocco",2021-07-01,37344787,623528,9785,6909.429
"MAR","Morocco",2021-08-01,37344787,860948,12649,9774.286
"MAR","Morocco",2021-09-01,37344787,933071,14267,5404.429
"MAR","Morocco",2021-10-01,37344787,946145,14668,982.857
"MAR","Morocco",2021-11-01,37344787,949917,14776,272.143
"MAR","Morocco",2021-12-01,37344787,963092,14849,1177
"MAR","Morocco",2022-01-01,37344787,1132716,15400,7443.429
"MAR","Morocco",2022-02-01,37344787,1160975,15988,4038.714
"MAR","Morocco",2022-03-01,37344787,1161586,16015,221
"MCO","Monaco",2020-02-01,39520,1,NA,NA
"MCO","Monaco",2020-03-01,39520,52,NA,NA
"MCO","Monaco",2020-04-01,39520,95,4,4
"MCO","Monaco",2020-05-01,39520,99,4,0.286
"MCO","Monaco",2020-06-01,39520,103,4,0.571
"MCO","Monaco",2020-07-01,39520,120,4,1.143
"MCO","Monaco",2020-08-01,39520,154,4,2.714
"MCO","Monaco",2020-09-01,39520,218,4,NA
"MCO","Monaco",2020-10-01,39520,359,2,9.429
"MCO","Monaco",2020-11-01,39520,609,3,17.714
"MCO","Monaco",2020-12-01,39520,875,3,13.143
"MCO","Monaco",2021-01-01,39520,1489,13,22.714
"MCO","Monaco",2021-02-01,39520,1956,24,27.857
"MCO","Monaco",2021-03-01,39520,2288,28,13.143
"MCO","Monaco",2021-04-01,39520,2454,32,11.143
"MCO","Monaco",2021-05-01,39520,2504,32,4
"MCO","Monaco",2021-06-01,39520,2577,33,4.143
"MCO","Monaco",2021-07-01,39520,2889,33,16.571
"MCO","Monaco",2021-08-01,39520,3201,33,16
"MCO","Monaco",2021-09-01,39520,3314,33,7.429
"MCO","Monaco",2021-10-01,39520,3414,36,6.429
"MCO","Monaco",2021-11-01,39520,3738,36,24.429
"MCO","Monaco",2021-12-01,39520,4985,38,71.429
"MCO","Monaco",2022-01-01,39520,8183,47,168.571
"MCO","Monaco",2022-02-01,39520,9359,51,110.429
"MCO","Monaco",2022-03-01,39520,9537,51,25.429
"MDA","Moldova",2020-03-01,4024025,353,NA,NA
"MDA","Moldova",2020-04-01,4024025,3897,116,146.286
"MDA","Moldova",2020-05-01,4024025,8251,295,169.429
"MDA","Moldova",2020-06-01,4024025,16613,545,356.286
"MDA","Moldova",2020-07-01,4024025,24733,778,321.429
"MDA","Moldova",2020-08-01,4024025,36920,995,515.571
"MDA","Moldova",2020-09-01,4024025,53042,1320,687.143
"MDA","Moldova",2020-10-01,4024025,76040,1785,839.143
"MDA","Moldova",2020-11-01,4024025,107364,2304,1309
"MDA","Moldova",2020-12-01,4024025,144818,2985,1490.714
"MDA","Moldova",2021-01-01,4024025,159804,3438,715.429
"MDA","Moldova",2021-02-01,4024025,185453,3949,1243
"MDA","Moldova",2021-03-01,4024025,230241,4960,1641
"MDA","Moldova",2021-04-01,4024025,250837,5812,1376.571
"MDA","Moldova",2021-05-01,4024025,255186,6107,323.143
"MDA","Moldova",2021-06-01,4024025,256734,6194,62.429
"MDA","Moldova",2021-07-01,4024025,259478,6255,128.143
"MDA","Moldova",2021-08-01,4024025,267526,6401,402
"MDA","Moldova",2021-09-01,4024025,294392,6777,1122.286
"MDA","Moldova",2021-10-01,4024025,337768,7790,1668.571
"MDA","Moldova",2021-11-01,4024025,363774,9119,1402.857
"MDA","Moldova",2021-12-01,4024025,376155,10275,596
"MDA","Moldova",2022-01-01,4024025,440698,10642,4463.714
"MDA","Moldova",2022-02-01,4024025,501800,11216,4146
"MDA","Moldova",2022-03-01,4024025,504875,11285,772.857
"MDG","Madagascar",2020-03-01,28427333,57,NA,NA
"MDG","Madagascar",2020-04-01,28427333,128,NA,6.286
"MDG","Madagascar",2020-05-01,28427333,771,NA,NA
"MDG","Madagascar",2020-06-01,28427333,2214,20,71.714
"MDG","Madagascar",2020-07-01,28427333,10868,106,365.286
"MDG","Madagascar",2020-08-01,28427333,14863,192,343.857
"MDG","Madagascar",2020-09-01,28427333,16408,230,74
"MDG","Madagascar",2020-10-01,28427333,17111,244,39
"MDG","Madagascar",2020-11-01,28427333,17341,251,20.429
"MDG","Madagascar",2020-12-01,28427333,17714,261,18.857
"MDG","Madagascar",2021-01-01,28427333,19065,281,63.143
"MDG","Madagascar",2021-02-01,28427333,19831,297,46
"MDG","Madagascar",2021-03-01,28427333,24426,418,279.714
"MDG","Madagascar",2021-04-01,28427333,37014,643,633.857
"MDG","Madagascar",2021-05-01,28427333,41342,839,290.571
"MDG","Madagascar",2021-06-01,28427333,42216,913,60.571
"MDG","Madagascar",2021-07-01,28427333,42663,943,20.857
"MDG","Madagascar",2021-08-01,28427333,42869,956,18
"MDG","Madagascar",2021-09-01,28427333,42898,958,3.286
"MDG","Madagascar",2021-10-01,28427333,43626,963,101.714
"MDG","Madagascar",2021-11-01,28427333,44330,967,94
"MDG","Madagascar",2021-12-01,28427333,50279,1027,426.286
"MDG","Madagascar",2022-01-01,28427333,59319,1274,546
"MDG","Madagascar",2022-02-01,28427333,63659,1366,302.143
"MDG","Madagascar",2022-03-01,28427333,63791,1373,32.286
"MDV","Maldives",2020-03-01,543620,18,NA,NA
"MDV","Maldives",2020-04-01,543620,468,NA,51.429
"MDV","Maldives",2020-05-01,543620,1773,5,57.429
"MDV","Maldives",2020-06-01,543620,2361,9,62
"MDV","Maldives",2020-07-01,543620,3793,16,88.286
"MDV","Maldives",2020-08-01,543620,7804,28,146.714
"MDV","Maldives",2020-09-01,543620,10291,34,136.571
"MDV","Maldives",2020-10-01,543620,11659,38,61.714
"MDV","Maldives",2020-11-01,543620,13011,46,67.143
"MDV","Maldives",2020-12-01,543620,13757,48,34.143
"MDV","Maldives",2021-01-01,543620,15841,52,121.571
"MDV","Maldives",2021-02-01,543620,19793,62,151.429
"MDV","Maldives",2021-03-01,543620,24079,67,164.286
"MDV","Maldives",2021-04-01,543620,29835,73,347.429
"MDV","Maldives",2021-05-01,543620,64396,160,1628.714
"MDV","Maldives",2021-06-01,543620,73798,210,974.143
"MDV","Maldives",2021-07-01,543620,77432,221,179
"MDV","Maldives",2021-08-01,543620,81112,226,127.714
"MDV","Maldives",2021-09-01,543620,84809,231,169.714
"MDV","Maldives",2021-10-01,543620,87638,243,134.286
"MDV","Maldives",2021-11-01,543620,91650,250,168.429
"MDV","Maldives",2021-12-01,543620,95700,262,162.286
"MDV","Maldives",2022-01-01,543620,138880,276,2673.143
"MDV","Maldives",2022-02-01,543620,170192,297,2611.857
"MDV","Maldives",2022-03-01,543620,172270,297,590
"MEX","Mexico",2020-01-01,130262220,NA,NA,NA
"MEX","Mexico",2020-02-01,130262220,NA,NA,NA
"MEX","Mexico",2020-03-01,130262220,1215,NA,NA
"MEX","Mexico",2020-04-01,130262220,19224,1859,1084.429
"MEX","Mexico",2020-05-01,130262220,90664,9930,3157.143
"MEX","Mexico",2020-06-01,130262220,226089,27769,5415.286
"MEX","Mexico",2020-07-01,130262220,424637,46688,6712.429
"MEX","Mexico",2020-08-01,130262220,599560,64414,7022.429
"MEX","Mexico",2020-09-01,130262220,743216,77646,5454.571
"MEX","Mexico",2020-10-01,130262220,924962,91753,8132.857
"MEX","Mexico",2020-11-01,130262220,1113543,105940,9816.429
"MEX","Mexico",2020-12-01,130262220,1426094,125807,10599.143
"MEX","Mexico",2021-01-01,130262220,1864260,158536,17559.143
"MEX","Mexico",2021-02-01,130262220,2086938,185715,13995.429
"MEX","Mexico",2021-03-01,130262220,2238887,203210,6521.286
"MEX","Mexico",2021-04-01,130262220,2344755,216907,4305
"MEX","Mexico",2021-05-01,130262220,2413742,223568,3006
"MEX","Mexico",2021-06-01,130262220,2519269,233047,4523.857
"MEX","Mexico",2021-07-01,130262220,2848252,240906,17100.571
"MEX","Mexico",2021-08-01,130262220,3352410,259326,19014.571
"MEX","Mexico",2021-09-01,130262220,3664223,277507,14088.429
"MEX","Mexico",2021-10-01,130262220,3807211,288365,8552.143
"MEX","Mexico",2021-11-01,130262220,3884566,293950,3548.857
"MEX","Mexico",2021-12-01,130262220,3979723,299428,4634.143
"MEX","Mexico",2022-01-01,130262220,4942590,306091,49322
"MEX","Mexico",2022-02-01,130262220,5508629,318149,36431.429
"MEX","Mexico",2022-03-01,130262220,5554392,319604,14783.857
"MHL","Marshall Islands",2020-10-01,59618,2,NA,NA
"MHL","Marshall Islands",2020-11-01,59618,4,NA,NA
"MHL","Marshall Islands",2020-12-01,59618,4,NA,0
"MHL","Marshall Islands",2021-01-01,59618,4,NA,0
"MHL","Marshall Islands",2021-02-01,59618,4,NA,0
"MHL","Marshall Islands",2021-03-01,59618,4,NA,0
"MHL","Marshall Islands",2021-04-01,59618,4,NA,0
"MHL","Marshall Islands",2021-05-01,59618,4,NA,0
"MHL","Marshall Islands",2021-06-01,59618,4,NA,0
"MHL","Marshall Islands",2021-07-01,59618,4,NA,0
"MHL","Marshall Islands",2021-08-01,59618,4,NA,0
"MHL","Marshall Islands",2021-09-01,59618,4,NA,0
"MHL","Marshall Islands",2021-10-01,59618,4,NA,0
"MHL","Marshall Islands",2021-11-01,59618,4,NA,0
"MHL","Marshall Islands",2021-12-01,59618,4,NA,0
"MHL","Marshall Islands",2022-01-01,59618,7,NA,0.429
"MHL","Marshall Islands",2022-02-01,59618,7,NA,0
"MHL","Marshall Islands",2022-03-01,59618,7,NA,0
"MKD","North Macedonia",2020-02-01,2082661,1,NA,NA
"MKD","North Macedonia",2020-03-01,2082661,329,NA,NA
"MKD","North Macedonia",2020-04-01,2082661,1465,77,59.714
"MKD","North Macedonia",2020-05-01,2082661,2226,133,35.429
"MKD","North Macedonia",2020-06-01,2082661,6334,302,160.857
"MKD","North Macedonia",2020-07-01,2082661,10754,486,160.571
"MKD","North Macedonia",2020-08-01,2082661,14341,603,138.286
"MKD","North Macedonia",2020-09-01,2082661,17977,739,137.286
"MKD","North Macedonia",2020-10-01,2082661,31572,994,739.714
"MKD","North Macedonia",2020-11-01,2082661,61878,1763,1099
"MKD","North Macedonia",2020-12-01,2082661,83329,2503,968.714
"MKD","North Macedonia",2021-01-01,2082661,92693,2855,406.714
"MKD","North Macedonia",2021-02-01,2082661,102787,3137,500.286
"MKD","North Macedonia",2021-03-01,2082661,130022,3781,1113.571
"MKD","North Macedonia",2021-04-01,2082661,152367,4855,1133.286
"MKD","North Macedonia",2021-05-01,2082661,155272,5413,329.571
"MKD","North Macedonia",2021-06-01,2082661,155684,5484,33.286
"MKD","North Macedonia",2021-07-01,2082661,156380,5493,46.571
"MKD","North Macedonia",2021-08-01,2082661,176494,5938,1006.714
"MKD","North Macedonia",2021-09-01,2082661,191408,6668,831.857
"MKD","North Macedonia",2021-10-01,2082661,202552,7132,398
"MKD","North Macedonia",2021-11-01,2082661,215585,7581,528.571
"MKD","North Macedonia",2021-12-01,2082661,225049,7960,384.143
"MKD","North Macedonia",2022-01-01,2082661,268901,8409,1761.429
"MKD","North Macedonia",2022-02-01,2082661,297262,9010,1652.714
"MKD","North Macedonia",2022-03-01,2082661,299419,9075,475.857
"MLI","Mali",2020-03-01,20855724,28,NA,NA
"MLI","Mali",2020-04-01,20855724,490,26,27
"MLI","Mali",2020-05-01,20855724,1265,77,36.714
"MLI","Mali",2020-06-01,20855724,2181,116,44.714
"MLI","Mali",2020-07-01,20855724,2535,124,32.143
"MLI","Mali",2020-08-01,20855724,2776,126,13
"MLI","Mali",2020-09-01,20855724,3118,131,15
"MLI","Mali",2020-10-01,20855724,3554,136,20.286
"MLI","Mali",2020-11-01,20855724,4710,156,64.714
"MLI","Mali",2020-12-01,20855724,7090,269,101.571
"MLI","Mali",2021-01-01,20855724,8091,330,102.143
"MLI","Mali",2021-02-01,20855724,8376,353,15
"MLI","Mali",2021-03-01,20855724,10042,385,77.286
"MLI","Mali",2021-04-01,20855724,13858,484,232.286
"MLI","Mali",2021-05-01,20855724,14267,517,48
"MLI","Mali",2021-06-01,20855724,14426,525,7.571
"MLI","Mali",2021-07-01,20855724,14584,532,7.143
"MLI","Mali",2021-08-01,20855724,14889,539,15.857
"MLI","Mali",2021-09-01,20855724,15219,548,15.143
"MLI","Mali",2021-10-01,20855724,16073,563,32.714
"MLI","Mali",2021-11-01,20855724,17434,606,58.571
"MLI","Mali",2021-12-01,20855724,21008,660,163.143
"MLI","Mali",2022-01-01,20855724,30052,714,620.143
"MLI","Mali",2022-02-01,20855724,30381,722,34.714
"MLI","Mali",2022-03-01,20855724,30398,724,5.143
"MLT","Malta",2020-03-01,516100,NA,NA,NA
"MLT","Malta",2020-04-01,516100,465,NA,22.429
"MLT","Malta",2020-05-01,516100,618,9,11
"MLT","Malta",2020-06-01,516100,670,9,3.857
"MLT","Malta",2020-07-01,516100,824,9,19.714
"MLT","Malta",2020-08-01,516100,1883,12,NA
"MLT","Malta",2020-09-01,516100,3058,35,60.714
"MLT","Malta",2020-10-01,516100,6042,62,139.714
"MLT","Malta",2020-11-01,516100,9873,137,142.429
"MLT","Malta",2020-12-01,516100,12774,219,121.143
"MLT","Malta",2021-01-01,516100,17903,267,197.286
"MLT","Malta",2021-02-01,516100,22482,315,227.143
"MLT","Malta",2021-03-01,516100,29033,392,316.286
"MLT","Malta",2021-04-01,516100,30292,413,67.571
"MLT","Malta",2021-05-01,516100,30535,419,23.571
"MLT","Malta",2021-06-01,516100,30623,420,5.571
"MLT","Malta",2021-07-01,516100,34295,423,205.571
"MLT","Malta",2021-08-01,516100,36171,441,101
"MLT","Malta",2021-09-01,516100,37149,457,55.571
"MLT","Malta",2021-10-01,516100,37653,461,21.429
"MLT","Malta",2021-11-01,516100,39435,468,84.714
"MLT","Malta",2021-12-01,516100,52473,476,1101.714
"MLT","Malta",2022-01-01,516100,67717,550,1142.857
"MLT","Malta",2022-02-01,516100,71275,605,224.571
"MLT","Malta",2022-03-01,516100,71800,608,88.714
"MMR","Myanmar",2020-03-01,54806014,15,NA,NA
"MMR","Myanmar",2020-04-01,54806014,151,6,NA
"MMR","Myanmar",2020-05-01,54806014,224,6,3.857
"MMR","Myanmar",2020-06-01,54806014,299,6,4.429
"MMR","Myanmar",2020-07-01,54806014,353,6,3
"MMR","Myanmar",2020-08-01,54806014,882,6,58.286
"MMR","Myanmar",2020-09-01,54806014,13373,310,792.286
"MMR","Myanmar",2020-10-01,54806014,52706,1237,1504.714
"MMR","Myanmar",2020-11-01,54806014,90713,1941,1500.857
"MMR","Myanmar",2020-12-01,54806014,124630,2682,1438.571
"MMR","Myanmar",2021-01-01,54806014,140145,3131,642.286
"MMR","Myanmar",2021-02-01,54806014,141896,3199,342.429
"MMR","Myanmar",2021-03-01,54806014,142434,3206,26
"MMR","Myanmar",2021-04-01,54806014,142817,3209,21.571
"MMR","Myanmar",2021-05-01,54806014,143629,3217,52.429
"MMR","Myanmar",2021-06-01,54806014,157277,3334,1050
"MMR","Myanmar",2021-07-01,54806014,299185,9334,5831.286
"MMR","Myanmar",2021-08-01,54806014,399282,15389,4734.286
"MMR","Myanmar",2021-09-01,54806014,464076,17735,3350.429
"MMR","Myanmar",2021-10-01,54806014,500073,18697,1549.714
"MMR","Myanmar",2021-11-01,54806014,522402,19104,980.714
"MMR","Myanmar",2021-12-01,54806014,530834,19268,447.571
"MMR","Myanmar",2022-01-01,54806014,535532,19310,206.143
"MMR","Myanmar",2022-02-01,54806014,587891,19368,3217.571
"MMR","Myanmar",2022-03-01,54806014,597417,19386,2587.143
"MNE","Montenegro",2020-03-01,628051,109,NA,NA
"MNE","Montenegro",2020-04-01,628051,322,7,20.286
"MNE","Montenegro",2020-05-01,628051,324,9,0.429
"MNE","Montenegro",2020-06-01,628051,548,12,24.286
"MNE","Montenegro",2020-07-01,628051,3073,48,183.143
"MNE","Montenegro",2020-08-01,628051,4835,100,68
"MNE","Montenegro",2020-09-01,628051,10772,169,328.429
"MNE","Montenegro",2020-10-01,628051,18341,301,288.857
"MNE","Montenegro",2020-11-01,628051,35265,499,628.286
"MNE","Montenegro",2020-12-01,628051,48247,682,523
"MNE","Montenegro",2021-01-01,628051,61659,805,477.857
"MNE","Montenegro",2021-02-01,628051,75834,1003,548.429
"MNE","Montenegro",2021-03-01,628051,91218,1274,568
"MNE","Montenegro",2021-04-01,628051,97389,1495,368.857
"MNE","Montenegro",2021-05-01,628051,99623,1584,145.429
"MNE","Montenegro",2021-06-01,628051,100252,1613,42
"MNE","Montenegro",2021-07-01,628051,101927,1630,123.714
"MNE","Montenegro",2021-08-01,628051,115385,1724,638.286
"MNE","Montenegro",2021-09-01,628051,131499,1923,629.286
"MNE","Montenegro",2021-10-01,628051,144314,2103,484.571
"MNE","Montenegro",2021-11-01,628051,157376,2307,630.714
"MNE","Montenegro",2021-12-01,628051,170034,2411,1095.714
"MNE","Montenegro",2022-01-01,628051,219775,2564,2472.286
"MNE","Montenegro",2022-02-01,628051,230207,2680,797.143
"MNE","Montenegro",2022-03-01,628051,230887,2685,163
"MNG","Mongolia",2020-03-01,3329282,12,NA,NA
"MNG","Mongolia",2020-04-01,3329282,38,NA,2.429
"MNG","Mongolia",2020-05-01,3329282,179,NA,14
"MNG","Mongolia",2020-06-01,3329282,220,NA,6.286
"MNG","Mongolia",2020-07-01,3329282,291,NA,8.571
"MNG","Mongolia",2020-08-01,3329282,301,NA,0.714
"MNG","Mongolia",2020-09-01,3329282,313,NA,1.286
"MNG","Mongolia",2020-10-01,3329282,340,NA,2.429
"MNG","Mongolia",2020-11-01,3329282,784,NA,33.143
"MNG","Mongolia",2020-12-01,3329282,1195,NA,24.143
"MNG","Mongolia",2021-01-01,3329282,1779,2,25.857
"MNG","Mongolia",2021-02-01,3329282,2907,2,46.857
"MNG","Mongolia",2021-03-01,3329282,8447,8,405.286
"MNG","Mongolia",2021-04-01,3329282,35979,115,1223.429
"MNG","Mongolia",2021-05-01,3329282,58439,276,1152.286
"MNG","Mongolia",2021-06-01,3329282,115478,563,2496
"MNG","Mongolia",2021-07-01,3329282,165147,815,2223.714
"MNG","Mongolia",2021-08-01,3329282,214015,937,2453.429
"MNG","Mongolia",2021-09-01,3329282,382497,1277,7520
"MNG","Mongolia",2021-10-01,3329282,590800,1745,7836.286
"MNG","Mongolia",2021-11-01,3329282,668402,2005,7685.286
"MNG","Mongolia",2021-12-01,3329282,692621,2059,1614.143
"MNG","Mongolia",2022-01-01,3329282,841848,2113,8431.857
"MNG","Mongolia",2022-02-01,3329282,908157,2170,6737.286
"MNG","Mongolia",2022-03-01,3329282,911183,2174,NA
"MOZ","Mozambique",2020-03-01,32163045,8,NA,NA
"MOZ","Mozambique",2020-04-01,32163045,76,NA,5.286
"MOZ","Mozambique",2020-05-01,32163045,254,NA,10.857
"MOZ","Mozambique",2020-06-01,32163045,889,6,26.429
"MOZ","Mozambique",2020-07-01,32163045,1864,11,47.714
"MOZ","Mozambique",2020-08-01,32163045,3916,23,83.714
"MOZ","Mozambique",2020-09-01,32163045,8728,61,214.571
"MOZ","Mozambique",2020-10-01,32163045,12869,92,212.714
"MOZ","Mozambique",2020-11-01,32163045,15701,131,143.143
"MOZ","Mozambique",2020-12-01,32163045,18642,166,110.714
"MOZ","Mozambique",2021-01-01,32163045,38654,367,894.286
"MOZ","Mozambique",2021-02-01,32163045,59350,641,954.143
"MOZ","Mozambique",2021-03-01,32163045,67579,775,510.429
"MOZ","Mozambique",2021-04-01,32163045,69917,814,149.143
"MOZ","Mozambique",2021-05-01,32163045,70795,836,NA
"MOZ","Mozambique",2021-06-01,32163045,76404,878,456.143
"MOZ","Mozambique",2021-07-01,32163045,122028,1434,1895.429
"MOZ","Mozambique",2021-08-01,32163045,146316,1864,1893.286
"MOZ","Mozambique",2021-09-01,32163045,150723,1917,388.857
"MOZ","Mozambique",2021-10-01,32163045,151292,1930,45.714
"MOZ","Mozambique",2021-11-01,32163045,151548,1941,13.857
"MOZ","Mozambique",2021-12-01,32163045,189080,2006,2714.714
"MOZ","Mozambique",2022-01-01,32163045,223827,2173,3028
"MOZ","Mozambique",2022-02-01,32163045,225047,2192,151
"MOZ","Mozambique",2022-03-01,32163045,225135,2196,18
"MRT","Mauritania",2020-03-01,4775110,6,NA,NA
"MRT","Mauritania",2020-04-01,4775110,8,1,0.571
"MRT","Mauritania",2020-05-01,4775110,530,23,41.857
"MRT","Mauritania",2020-06-01,4775110,4363,129,187.857
"MRT","Mauritania",2020-07-01,4775110,6310,157,136.143
"MRT","Mauritania",2020-08-01,4775110,7048,159,29.857
"MRT","Mauritania",2020-09-01,4775110,7502,161,22
"MRT","Mauritania",2020-10-01,4775110,7703,163,10.286
"MRT","Mauritania",2020-11-01,4775110,8601,177,62
"MRT","Mauritania",2020-12-01,4775110,14364,347,222.143
"MRT","Mauritania",2021-01-01,4775110,16635,422,188.143
"MRT","Mauritania",2021-02-01,4775110,17207,441,34.429
"MRT","Mauritania",2021-03-01,4775110,17847,449,25
"MRT","Mauritania",2021-04-01,4775110,18402,455,27.857
"MRT","Mauritania",2021-05-01,4775110,19547,463,51.143
"MRT","Mauritania",2021-06-01,4775110,20808,489,51.857
"MRT","Mauritania",2021-07-01,4775110,25691,562,305.143
"MRT","Mauritania",2021-08-01,4775110,33580,715,323.714
"MRT","Mauritania",2021-09-01,4775110,36030,775,177
"MRT","Mauritania",2021-10-01,4775110,37320,797,52.143
"MRT","Mauritania",2021-11-01,4775110,39266,832,76
"MRT","Mauritania",2021-12-01,4775110,41473,866,154.857
"MRT","Mauritania",2022-01-01,4775110,58243,953,1029.286
"MRT","Mauritania",2022-02-01,4775110,58633,979,92.857
"MRT","Mauritania",2022-03-01,4775110,58646,980,2.857
"MSR","Montserrat",2020-03-01,4981,5,NA,NA
"MSR","Montserrat",2020-04-01,4981,11,NA,0.714
"MSR","Montserrat",2020-05-01,4981,11,1,0
"MSR","Montserrat",2020-06-01,4981,11,1,0
"MSR","Montserrat",2020-07-01,4981,12,1,0.143
"MSR","Montserrat",2020-08-01,4981,13,1,0.143
"MSR","Montserrat",2020-09-01,4981,13,1,0
"MSR","Montserrat",2020-10-01,4981,13,1,0
"MSR","Montserrat",2020-11-01,4981,13,1,0
"MSR","Montserrat",2020-12-01,4981,13,1,0
